index,0,1,2,3,4,5,6,7,8
1-100-1001-1,,,2.7736129622822094,0.0,,0.39014400000000005,0.0,,
1-110-1-101-1,,,,3.919342485504,,,0.0,,
01-1000-101,1.00106744,,,-0.4990916838399999,1.9,0.4246097343283201,,3.8917110077980874,
01-1001-1-11,0.0,,,0.0,7.740380971007999,,,,
100000-10-1,,-2.55313792,-1.9,-1.32166432,-2.8100772,-0.361,,-0.41935410469588175,
00001-1000,-0.115121456,0.0424472725865569,-0.06859,-0.0110632926399999,,,1.7957563287015335,-0.267427356,-0.06859
00001-11-10,0.0,0.0,0.0,0.144039,,,,,0.0
010-11-11-10,-1.9,,0.4693,,,,,,0.0
11-1-11-11-10,,,,,,,,,3.42
0-11-1-11000,0.0,,,,,,0.0,1.283523072,0.0
0-11-1-11-110,3.5048160000000004,,,,,,,,1.9
0-1100100-1,-0.361,,,0.06859,0.0,,0.0,0.6433019999999999,
-1-1101100-1,,,,-1.9,,,0.0,0.0,
0001-1000-1,1.0698920345600003,-1.9,-1.9,,,-0.361,-0.361,-1.45141,
1010000-1-1,,0.0,,-0.361,0.0,0.0,3.42,,
1000000-1-1,,-0.361,-0.6862699154687999,0.0,0.0,-1.48924992,4.874701890521354,,
11-10000-1-1,,,,0.0,0.0,-1.9,0.0,,
01000-110-1,0.361,,7.207705600000001,-0.361,0.0,,,0.0,
00010-1-100,-0.06859,0.2501905743872,-0.08395416,,-0.0602010812514303,,,-0.06859,0.0
01010-1-1-10,0.0,,0.0,,-0.361,,,,0.8945791999999999
01-111-1-1-10,-3.12,,,,,,,,3.0620160000000003
1-1100000-1,,,,0.0,0.4323336,0.0,0.0,0.0,
1-110-1001-1,,,,0.3248999999999999,,0.0,0.1805,,
1-110-11-11-1,,,,4.009747461162684,,,,,
000100-10-1,0.0,-1.31752232,-0.361,,0.1310978854139625,-1.2725086208000003,,-0.361,
0-11100-10-1,-1.9,,,,0.0,0.0,,0.0,
00000010-1,0.06859,-0.123462,0.00651605,0.0,1.5828417567191795,-0.361,,0.0,
1000-1010-1,,0.0,0.0,0.7211960000000001,,0.0,,0.0,
110-1-1010-1,,,0.3248999999999999,,,0.0,,0.1805,
110-1-111-1-1,,,2.318,,,,,,
-11000000-1,,,-0.361,-0.361,0.09678571520000007,-0.25454832,-0.35708000000000006,-0.2542960000000001,
-11000-110-1,,,0.0,-0.361,0.0,,,-0.8953279999999999,
-11010-11-1-1,,,-1.9,,-1.9,,,,
001100-10-1,2.511407330689024,1.0971670617702403,,,0.4987131569152,3.4986583132597127,,8.000000050772282,
01110-1-10-1,0.0,,,,0.0,,,6.7757056,
-100001-110,,4.518399977506708,2.8863877939200004,8.000010926061485,2.8342325760000002,,,,3.586846752768
-1000000-11,,-0.3884359999999999,-0.28391257984,0.0,0.4160439214848,0.0765897599999999,1.139574399960618,,
-10000-11-11,,0.532836,-0.9386,-0.361,2.2192872930312193,,,,
-101-10-11-11,,-3.42,,,1.6,,,,
-101000-101,,-1.4572938760486691,,8.000000000004404,2.260610873906081,2.254326913701888,,1.0496395993600005,
-10101-1-101,,1.4446400000000001,,0.0,,,,4.839882066231297,
-1-1101-1-111,,,,5.0688,,,,,
00-10010-10,-0.041154,-0.254505,,-0.49583999999999995,0.0,,0.0,,-0.013718
01-10010-1-1,-1.3395,,,0.0,0.1805,,0.0,,
-100000-110,,-0.06859,-1.8067176,0.03686400000000001,-0.361,-0.25600000000000006,,,-1.4957728563200003
-1-10010-110,,,-0.5285040000000002,-1.9,,0.849408,,,-1.9
100-1001-1-1,,1.1407599999999998,1.2917928930312197,,2.743624033895742,0.0,,,
110-1-101-1-1,,,6.08704,,,1.71,,,
00-1010000,-0.361,-0.08899999999999997,,0.015899162,,0.0,-0.06859,0.1286748399999999,1.1309256164348132
00-101001-1,0.0,0.06668800000000001,,0.0,,4.636,-0.361,,
00-110000-1,-0.0665683999999999,0.0,,,1.14448,-0.361,0.0,-0.361,
10-1100-10-1,,-1.9,,,-4.636,-1.6112000000000002,,-1.9,
00111-1-10-1,0.0,2.56883626112,,,,,,3.42,
1-1111-1-10-1,,,,,,,,8.143956213760001,
0-11-11000-1,0.9941896007679999,,,,,0.0,0.0,4.118508934589841,
-1-11-11001-1,,,,,,-1.9,7.911326586243121,,
000100-11-1,2.254099316711695,0.0585005273799509,5.85994857736255,,2.8772596855603205,1.3839687454629739,,,
00-1110-11-1,0.0,-1.2322537786731602,,,,7.966169786431936,,,
1-1-1110-11-1,,,,,,8.00180137299671,,,
010-101-1-10,-0.361,,0.0,,0.0,,,,-0.6497999999999999
11-1-101-1-10,,,,,-1.9,,,,-1.6
01-1100-11-1,-3.384128,,,,1.9,8.009856847838169,,,
001-10-10-11,0.0,-1.6,,,4.26667097434112,,0.0,,
-101-11-10-11,,-4.636,,,,,8.1799452672,,
010-1100-10,0.0,,0.096026,,,0.0,0.0,,0.0
01-1-1101-10,0.0,,,,,0.944544,,,0.1805
01-1-1111-1-1,1.71,,,,,,,,
11-100-10-10,,,,-0.361,0.0,,0.4992000000000001,,0.0
11-110-1-1-10,,,,,-1.9,,,,0.0
0-1000-1100,0.41928454725631975,,2.8687491087247547,0.1995896799999999,-0.005377456,,,0.0,0.0
0-1-110-1100,7.7479452672,,,,0.0,,,0.0,-1.9
-11-1100-110,,,,,5.3088,0.0,,,1.138208
001-10000-1,2.644272644456815,0.06859,,,0.0,0.0,0.0,0.529513044096,
001-10-101-1,0.0,0.82308,,,0.0,,0.0,,
011-10-1-11-1,1.9,,,,5.6088000000000005,,,,
-100110-11-1,,-2.450741441855488,-3.12,,,-1.5562901211611873,,,
100-1-110-10,,2.0310917120000007,-1.9,,,,-1.4556,,-3.12
0010000-10,-0.123462,0.06405694701279646,,-0.6497999999999999,0.127632272,0.0933427592,-0.04773864,,0.0
0-100-10010,0.0,,-0.0137179999999999,0.0,,0.0,1.0938057600000002,,0.0
0-110-1-1010,0.0,,,0.0,,,0.0,,-1.3112000000000001
-1-110-1-1011,,,,0.95,,,3.42,,
0001-1-11-10,4.636,0.0,0.0,,,,,,0.81586
00-11-1-11-11,0.0,3.1935200000000004,,,,,,,
000-110-110,4.8768,0.0,-1.9424120128,,,0.06859,,,-1.40565433984
001-110-11-1,1.9,0.0,,,,0.0,,,
-1000-11000,,-1.9,-0.361,-0.361,,,-0.11333280000000007,-0.4597696,-0.1439530368
-1-101-11000,,,0.0,,,,0.0,-1.9,0.0
-1011-1-1-111,,3.965971214631961,,,,,,,
0-1-1000100,4.321918047409884,,,0.8808400000000001,0.0,-0.214523528,,-0.488072,0.0
0-1-100011-1,-1.9,,,-0.361,-1.9,-1.9,,,
0010010-1-1,0.0,0.0,,0.0,0.4561596,,0.0,,
0010-111-1-1,3.42,1.9,,1.1696399999999998,,,,,
011-1-111-1-1,1.9,,,,,,,,
0-100001-10,0.2460189311999998,,-0.7566982560000002,-0.05378974719999996,3.458812360576625,-2.1703630080000003,,,-1.9
0-1001-11-10,0.0,,8.007914076545987,1.354472,,,,,0.6937600000000002
0-1011-11-1-1,6.277632,,1.9,,,,,,
0011000-1-1,0.361,0.0,,,0.0,0.0,0.0,,
-1011010-1-1,,-1.9,,,3.42,,0.0,,
000001-10-1,-0.06859,-0.25600000000000006,-0.361,-0.361,-0.361,,,-0.06859,
000-111-10-1,-0.10108,-1.9,-1.9,,,,,-1.9,
0010-10000,0.0,1.3158102144,,0.0,,3.5178650680887706,0.0,-0.26387933248,0.16189440000000002
0110-1-1000,0.178334,,,0.0,,,0.0,0.0,-0.2718618495999998
-1110-1-1100,,,,0.0,,,,0.361,0.0
-1110-1-11-11,,,,3.42,,,,,
-10-1-1110-11,,-5.3088,,,,,-5.3088,,
01-100010-1,0.150898,,,0.0,0.0,0.0,,0.27298374400000003,
-11-100110-1,,,,0.0,0.0,,,0.1805,
-11-10111-1-1,,,,0.95,,,,,
001-1001-1-1,3.033502021779981,0.8110080000000002,,,0.0,-0.25600000000000006,,,
101-10-11-1-1,,1.9,,,8.037737257699902,,,,
-110000-101,,,1.405197888,8.000000000156442,2.690489083807304,1.458885371903871,,2.153055231406244,
000-10-1010,-1.5012304,-1.6112000000000002,0.0,,-0.306128,,-1.9,,0.0
010-10-1-110,0.0,,0.0,,4.636,,,,0.0
-10-1110-101,,7.207705600000001,,,,0.0,,-3.42,
001-1-10000,-0.06859,-1.9,,,,-0.207797376,0.0,-1.3254787600000002,-0.2622304
001-1-10-110,-1.6112000000000002,0.0,,,,-1.4737312,,,0.0
101-1-10-11-1,,4.636,,,,0.95,,,
0001-10-101,2.2399823620921757,0.65536,0.0,,,0.0,,0.376531664,
00000-110-1,-0.2004560799999999,-1.7152526847999998,2.3606605149578024,-0.7296,2.266445395061461,,,-0.195407856,
0010-1-110-1,-1.9,-1.9,,0.06520661082112,,,,-1.9,
0-111-1-110-1,5.6550400000000005,,,,,,,-3.42,
010010-1-10,4.650851114621338,,0.0,0.0,,0.0,,,0.0
-110011-1-10,,,-1.9,8.115164971008001,,,,,1.9
0-100010-10,-0.306128,,1.1458966400000001,-2.1888,-0.06859,,0.0,,0.0
1-10-1010-10,,,0.0,,0.0,,0.0,,0.361
1-10-101-1-11,,,4.636,,3.42,,,,
001-100000,-0.060249456,0.0,,,-0.0311904,0.0792900399999999,4.058361976890327,0.142228224,0.0
-101-100100,,-0.361,,,-0.0722,0.0,,0.0,0.0
-101-1-10110,,0.0,,,,1.9,,,0.0
-100010-100,,-0.7310943945058948,-0.654498568516875,5.901737772866268,,-0.1460828569599999,,-2.464324512846651,0.45687071603710505
-100011-10-1,,-1.9,-1.9,7.9432490151955975,,,,-0.361,
-1-10011-11-1,,,-1.9,5.3088,,,,,
000-110-101,7.90616448,-0.361,-0.361,,,-0.361,,0.0,
0-10-110-111,0.0,,-3.42,,,0.0,,,
0-10-100100,-0.06859,,0.3780653568,,3.465442464943309,-0.1996329999999999,,0.2967061888000002,0.06859
1-10-1001-10,,,-0.361,,0.0,-0.10108,,,0.361
1-11-10-11-10,,,,,1.9,,,,-1.9
00000001-1,0.0,0.0,-0.019933042909184,-0.33685632,-0.06859,-0.0722,3.1066195979134563,,
00-100011-1,0.0,0.361,,0.2814933599999999,0.0,1.9,,,
0-10001-100,-0.07987200000000003,,-0.200588928,-0.25600000000000006,-0.5688089279999999,,,0.0,-0.361
0-11001-10-1,0.0,,,-0.361,0.0,,,0.5848200000000001,
0-110-11-11-1,3.3548160000000005,,,-1.6,,,,,
01-1-1110-10,0.0,,,,,,1.6206300800000002,,0.0
11-1-111-1-10,,,,,,,,,5.6088000000000005
-10010-1000,,-0.06859,0.0,,-0.3335639999999999,,0.0,-0.361,-0.07987200000000003
-10011-1-100,,4.242666250307234,0.87765056,,,,,-0.361,1.6863171778215906
-1-1111-1-100,,,,,,,,2.168,3.9408198861465844
1-10000000,,,0.015899162,0.0,0.0,0.723708729498135,0.0,-0.052191936,0.0
1-100010-10,,,0.0,0.0,3.42,,0.0,,0.0
0-10-100001,-0.06859,,-0.06859,,2.9640991068114113,-0.06859,0.0,0.0,
0-11-100-101,-0.0722,,,,-1.9,0.0,,-0.361,
0-11-10-1-111,0.0,,,,-1.9,,,,
00010000-1,-0.10562004479999992,0.0530063519999999,0.4667682147893826,,0.0,0.0,0.0,0.0,
0-1110000-1,0.0,,,,0.0,0.0,0.0,-0.0722,
0-111010-1-1,0.0,,,,0.0,,3.42,,
1-1000-1000,,,0.0,0.0,-0.5481424,,0.0,0.4455223572686438,0.0
1-1-101-1000,,,,-1.9,,,-0.7794560000000001,0.4992000000000001,7.994218433160275
1-1-1-11-1100,,,,,,,,-5.3088,7.6790585688064
0-10000100,-0.0009278566399999,,0.0492613379999999,-0.06859,1.7784691240960004,0.61421960896,,0.06859,-0.17493124288
0-1000110-1,1.0043020000000005,,0.0,0.0,0.0,,,0.1234619999999999,
-1-1000111-1,,,0.0,0.0,4.636,,,,
00110-1-10-1,0.0,0.0,,,0.0,,,0.3248999999999999,
1-1-1001000,,,,0.0836798,0.0,,0.0,0.0,-0.6497999999999999
1-1-100110-1,,,,0.0,-1.9,,,0.0,
001-100-100,-0.3435911360000001,-0.2673227064319999,,,-0.25600000000000006,0.061731,,-1.9,2.1047143936
011-100-1-10,0.0,,,,0.0,0.0,,,-1.3112000000000001
011-1-10-1-11,7.961564971008,,,,,1.9,,,
00000-1010,0.0137179999999999,0.0,0.9042800000000001,-0.2622304,0.4992000000000001,,0.1347305139199999,,1.786979984615066
-10000-1110,,0.0,0.0,0.0,-0.361,,,,0.361
-1100-1-1110,,,-1.9,0.0,,,,,0.0
001-10-1000,-1.9,0.0,,,4.4072022631424,,0.0265695999999999,-0.361,-1.9
001-11-100-1,3.8475745092409754,1.5540800000000001,,,,,7.931942429263922,0.0,
10000-1000,,0.0,0.0,-0.06859,0.0,,1.3485433478467297,0.0,0.2222315999999999
101-10-1000,,-0.361,,,0.0,,0.0,0.0,0.0
1-11-11-1000,,,,,,,0.0,-1.9,0.0
0-100000-11,-1.6337717760000001,,-1.3289865248000003,0.03674448608,3.0742962363166977,-0.251256,0.2332059999999999,,
0-11000-1-11,0.0,,,0.0,0.361,1.9,,,
0-11-110-1-11,8.016886572863438,,,,,0.0,,,
001-10-1010,0.0,-0.102524,,,0.0,,0.0,,0.0
0-11-10-1110,0.0,,,,1.9,,,,-1.9
001-1000-10,-0.11959398400000001,0.0,,,0.0,2.3915317279116493,0.0,,-0.199017856
0-11-11-10-11,7.939945267200001,,,,,,0.0,,
-11-1010000,,,,0.0,,0.0,0.0,0.1234619999999999,0.0
-11-11100-10,,,,,,1.000692,0.0,,0.0
00000-11-10,-0.306128,-0.4093739999999999,1.2795180032000002,0.1124876,0.06859,,,,-0.06859
-10010-11-10,,-0.361,0.0722,,-0.361,,,,-0.361
-10-111-11-10,,-4.336,,,,,,,-4.096
00001000-1,0.08930418,0.0744123527859229,2.62875696704882,-0.361,,-0.2695646203999999,0.0,-0.306128,
010-11000-1,-0.361,,0.0,,,0.0,-1.9,0.0,
0-1-1001000,0.0,,,-0.6519070847999999,-0.041154,,-3.42,-1.58859,0.07987200000000003
0-1-1-111000,0.0,,,,,,0.1805,0.3248999999999999,-0.361
0-1-1-11101-1,2.4384,,,,,,0.0,,
001-100-1-11,1.1696399999999998,0.0,,,0.0,7.684931584,,,
1-11-100-1-11,,,,,4.636,0.0,,,
-10-1010001,,0.0,,0.0,,-0.0722,0.0,0.0,
-10-111-1001,,1.9,,,,,0.0,0.0,
-100100-100,,-0.041154,0.26857574400000006,,3.6820415084700624,0.0,,0.034295,-0.18756116
-100110-1-10,,0.42152293105664007,1.2249812469760002,,,8.000219936600882,,,1.0735411200000002
-11011-1-1-10,,,0.0,,,,,,3.965971214631961
1-10000-110,,,2.9672268420427628,0.11100160000000003,0.0,0.1234619999999999,,,0.0
1-1-1010-110,,,,0.0,,0.0,,,3.344750118865043
1-1-1011-11-1,,,,4.029482232578049,,,,,
-10-10-11010,,-0.361,,-1.6,,,0.0,,-1.9
-11-1-1-11010,,,,,,,-3.42,,-3.12
10100-1-100,,0.1849224612701799,,-0.3335639999999999,-1.58992491264,,,-1.9,0.0
101-10-1-110,,0.0,,,0.0,,,,0.1805
101-11-1-11-1,,2.048,,,,,,,
-1001-10000,,-0.4707439999999999,-0.361,,,-2.1888,-0.33685632,-1.9,0.3080602982400001
-1001-11-100,,-1.9,-1.9,,,,,-1.9,1.065672
00-111000-1,0.0,0.1588399999999999,,,,6.7757056,0.0,0.0,
0010-1000-1,2.414969356288,-1.9,,0.0,,-1.9,-0.415872,-0.06859,
01-1010-100,-0.2567432,,,1.1398714842316802,,0.07401574400000002,,1.9122462161633282,-2.77082048258048
01-1-111-100,7.339331584,,,,,,,1.354472,0.0
0-100-10100,-2.9551772467200004,,-0.06859,0.5655433400098492,,0.06859,,-0.1200021759999999,0.0
-1-110-10100,,,,-0.361,,-1.9,,-1.9,0.25600000000000006
-1-111-1-1100,,,,,,,,-4.636,-5.3088
-1-10101000,,,3.42,,0.0,,0.0,-0.361,0.0
-1-111010-10,,,,,0.0,,-1.9,,-1.6
000-1-10010,-1.77598928,-0.264664,-0.199017856,,,0.02134708607999998,-0.06859,,-0.361
00-1-1-10110,0.0,-0.361,,,,0.0,,,6.9677056
01-1-1-1011-1,-3.12,,,,,-3.42,,,
0000-10100,0.0234577799999999,2.2025063042803303,0.0,0.0,,0.361,,0.0,0.9739264000000001
0-110-10100,0.0,,,-0.361,,0.0,,7.36616448,0.06859
-1-1011-1000,,,2.2448606494720003,,,,-0.361,0.0,-1.9
-1000-10001,,0.17198685568000005,-0.07949177257984,-0.488903744,,-0.1211608959999999,3.9164278769042653,-0.0642276228607999,
-11-10-10001,,,,0.0,,0.0,1.4284928000000001,0.0,
-11-10-101-11,,,,2.318,,3.80308224,,,
00-11000-11,0.0,0.0,,,0.0,-0.306128,1.4330491660800004,,
00-110-11-11,0.4693,-1.9,,,0.0,,,,
-10-111-11-11,,1.9,,,,,,,
01-1000-100,0.0,,,-1.9,1.9998265786368004,0.0,,-1.9,-0.361
01-1-100-101,0.849408,,,,-1.9,0.0,,-1.9,
01-1000-110,0.06859,,,0.77584,8.037404174225731,0.19684,,,0.8808400000000001
00-101000-1,-1.2631236720640002,-0.6050567936,,1.3412290560000002,,4.002651111393369,0.06588120091449758,-0.361,
00-1010-11-1,-3.63584,0.0,,-1.9,,3.6401353397387113,,,
-10-1001100,,0.0,,0.0,0.06859,,,0.0,0.0
-11-10-11100,,,,0.4693,,,,0.6497999999999999,0.0
-11-1-1-11110,,,,,,,,,1.9
000-101-100,-0.361,-2.1888,-1.8890256000000003,,-1.9,,,-1.9,-2.41984
0000010-10,0.0,-0.014733132,0.0,0.03082078453760001,0.9247178110772288,,-0.0722,,0.0
0-110010-10,-0.361,,,0.0,1.6,,0.0,,-0.13931712
0-110110-1-1,-1.9,,,-1.6112000000000002,,,0.0,,
1-11-1110-1-1,,,,,,,3.42,,
-10-10-11001,,-1.9,,0.0,,,-0.55675648,-0.361,
-10-1-1-11011,,-1.9,,,,,0.0,,
1-11-100-100,,,,,0.9739264000000001,0.0,,-0.25600000000000006,-0.361
1-11-10-1-101,,,,,1.9,,,-1.9,
00-1101-11-1,0.0,1.7333776,,,8.019494922325368,,,,
0-11001-100,-1.6112000000000002,,,-1.9,0.7020252971764975,,,0.0,0.1673596
-1-11011-100,,,,8.058964465156098,,,,-1.9,-1.9
-10000-1010,,0.0,0.0,0.0,0.0,,0.20247768,,-0.5088656
-1-1000-1011,,,0.0,0.0,0.0,,4.636,,
-110001-100,,,0.9327860301824,7.99990622536644,4.440706926915132,,,2.5569828995072004,1.40068
-11-1001-110,,,,6.7757056,1.9,,,,-1.9
-1-10001000,,,0.44867199999999996,-0.361,-1.9,,0.0,-0.361,0.0
-1-1010100-1,,,0.0,,0.0,,-1.9,0.0,
01-1-111-1-11,7.492931584,,,,,,,,
001-100-11-1,0.5054,1.585512,,,0.0,0.0,,,
11-110-1-100,,,,,0.0,,,1.426464064,7.8709479768064
-11-1000000,,,,0.0,-0.2896664,-0.361,-0.6497999999999999,0.0,0.359912544
-11-1010-100,,,,4.618371997655971,,-0.1068543999999998,,1.9,0.0
-11-111-1-100,,,,,,,,7.957712233039921,2.5344
-1000-11-111,,-1.9,0.0,5.6550400000000005,,,,,
00-10-10010,-0.3166634239999999,-1.9,,-0.20112800000000008,,-0.25600000000000006,-0.11008319999999994,,-0.33159040000000006
11000-100-1,,,7.7479452672,0.0,0.0,,1.2135376000000002,0.0,
0001-10-100,-0.93697588,-0.29735044369334274,-0.6497999999999999,,,-1.065672,,-1.58859,-0.9037271264
00001-101-1,0.0,0.0,3.42,0.0,,,0.0,,
00-100010-1,-0.74631907136512,-1.94829959168,,-1.95776,-2.22086333196288,1.107093836844554,,-0.46051839999999994,
01-10001-1-1,-1.9,,,-1.9,0.0,0.33280000000000004,,,
-1011000-10,,-0.361,,,0.1111158,0.0,0.0,,0.0
-1-111001-10,,,,,5.6088000000000005,0.0,,,-1.9
-11-10100-10,,,,5.297164554569683,,0.25600000000000006,0.0,,0.5518147584
-11-1110-1-10,,,,,,1.9,,,4.013760354270042
00-1-100010,-0.6497999999999999,0.0,,,0.0,0.0,0.0,,1.6700620800000001
10-1-10-1010,,0.0,,,-1.9,,-3.42,,-0.361
0010001-1-1,0.0,0.0,,0.0,0.361,-2.1888,,,
10100-11-1-1,,0.0,,0.0,-1.9,,,,
100-11-11-1-1,,-2.8800000000000003,8.007914076545987,,,,,,
0-11-1-11100,-1.9,,,,,,,1.9,0.0
00000-1-110,-0.2073584,1.585512,0.0,0.0,0.0,,,,-0.361
1000-1-1-110,,0.0,-1.6112000000000002,-0.6497999999999999,,,,,-0.361
1-100-1-1-111,,,-3.42,-3.42,,,,,
00-10-11000,-0.7895791999999999,0.0,,-0.6497999999999999,,,-0.20603681280000008,-0.361,0.0
1-1-10-11000,,,,0.0,,,-1.9,0.0,0.0
-1001-11000,,0.0,0.0,,,,0.361,0.0,5.84704
000-11-10-11,8.000475314770346,0.96026,3.1872765214720005,,,,3.143665431260223,,
10-1100-100,,0.0,,,1.6,0.0,,2.3759672295424,0.0
10-1110-1-10,,0.0,,,,-3.42,,,5.3088
00100-10-10,0.4093739999999999,0.0,,-0.041154,1.6650563980492803,,0.0,,0.0
-10110-10-10,,0.0,,,0.0,,0.0,,0.1805
-10110-1-1-11,,0.0,,,1.71,,,,
000-101000,0.60173998336,-0.2944512384,0.39156923671040006,,0.0,,3.2095298430157557,0.0,-0.06859
001-10100-1,0.0,0.0,,,-0.361,,0.0,0.0,
101-1-1100-1,,0.0,,,,,-1.9,0.0,
000010-1-10,0.8753114110742164,-3.1684347037168017,-5.362548129792001,1.100117557991806,,-0.361,,,4.451834005473834
100-110-1-10,,0.3302976,-1.9,,,0.9228300800000003,,,8.000838991549992
110-11-1-1-10,,,0.0,,,,,,7.661737771008
00-110001-1,-0.0722,0.0,,,1.1696399999999998,3.12,0.0,,
01-11-1001-1,4.636,,,,,0.0,0.0,,
-110-1000-11,,,0.0,,0.0,0.0,0.1805,,
-110-10-11-11,,,0.0,,2.8044,,,,
10000000-1,,0.0,0.0130321,0.00651605,0.1234619999999999,2.4667591606272,-0.0541257408,0.3964827324871679,
110000-10-1,,,3.6430601438660695,1.3843192325701001,-1.248027448950784,2.1492496,,8.000002254742318,
11-1000-11-1,,,,0.8913087026418642,1.9,7.8626402113652,,,
-10000-1100,,0.0,1.2840220927692698,-0.334222464,0.7213530879999999,,,0.0,0.0
-10100-110-1,,0.0,,-3.12,7.993551672166349,,,-1.6,
11-1010-10-1,,,,-4.336,,7.90616448,,1.6,
-101-1000-11,,-0.6497999999999999,,,-1.9,0.0,2.7524186521600003,,
-1-11-1001-11,,,,,7.5077056,3.12,,,
-10011000-1,,0.0,0.0,,,-0.361,0.0,0.0,
-10011-110-1,,0.0,3.42,,,,,-1.9,
-110000-1-11,,,0.0,0.1516200000000001,-1.0378079679999996,-0.361,,,
-11-1001-1-11,,,,-1.9,-3.42,,,,
000-100010,0.1004157599999999,0.0,-0.9386,,1.2039698177279998,0.400288352,1.9795292305478114,,0.1393106768080701
100-100-110,,0.0,0.0,,2.904108476870112,0.0,,,-0.361
100-1-11-110,,3.4245778944,0.0,,,,,,1.0351411200000002
1-11-1-11-110,,,,,,,,,3.68308224
10-100000-1,,0.0,,0.89747456,0.1879921651200001,0.1234619999999999,-0.3748624,-0.361,
10-1000-11-1,,-1.9,,-1.6,-1.6,-1.9,,,
0-110-1011-1,0.0,,,0.0,,0.361,,,
0-111-1-111-1,4.636,,,,,,,,
00-1010-100,0.26846688065536006,0.0,,5.903681390855001,,1.697539325952,,1.9070853434679063,-0.7613403360000002
00-1110-10-1,-2.826390628990976,0.0,,,,7.939399563414103,,-1.9,
0-11000000,-0.06859,,,0.0,0.0,-0.06859,1.2509930621065382,0.0,0.1935537807935999
0-1100-1100,0.0,,,0.0,0.0,,,-0.361,0.0
0-1110-11-10,-1.9,,,,0.0,,,,-1.9
-10-1000100,,0.32209257593856,,-0.430673,-0.5156720000000001,-1.9,,-0.361,-1.83305616
-10-110010-1,,0.0,,,0.0,-1.9,,-1.9,
-10-1100000,,-0.21738214399999986,,,-0.361,-1.9,-0.3108720000000001,-0.306128,-0.3397652736
011-11-1-100,5.84704,,,,,,,0.0,-1.9
-1-11-100100,,,,,0.0,0.361,,2.11558016,0.0
-1-11-1-10110,,,,,,-1.9,,,5.0688
00-100101-1,0.0,0.06859,,0.0,0.0,,0.0,,
0-1-101101-1,0.0,,,0.4168,,,0.0,,
0-1-1-11111-1,5.6088000000000005,,,,,,,,
-10000-1-111,,-0.361,0.0,0.0,1.2169863168000001,,,,
-1100-1-1-111,,,-3.12,-1.9,,,,,
100-10-1010,,0.0,0.361,,0.0,,0.0,,0.0
10-1-10-1110,,0.0,,,0.0,,,,3.42
-10-1010-101,,-0.92916992,,-0.894976,,-4.636,,-1.9,
0001-110-10,0.2661291999999999,0.0,0.0,,,,1.9448064,,0.0
0001-11-1-11,1.2838642951884702,6.08704,1.9,,,,,,
00-100-1010,-1.9,0.0,,0.0,-0.306249203584,,0.17984,,-0.6497999999999999
100100-10-1,,1.7422732167288615,3.9216858844517937,,5.49807807984083,3.586709467234304,,7.89011216909216,
1001-11-10-1,,4.86195125551575,8.000005568165294,,,,,6.709632000000001,
0-10000-110,0.72883021856768,,0.0,0.0,0.170158072,0.0,,,0.0
0-10-110-110,0.6497999999999999,,0.0,,,0.3248999999999999,,,0.4714970009599998
0-10-11-1-111,7.987405609699901,,-1.9,,,,,,
000-100-110,0.10505775999999994,0.0,0.0,,0.07543952015359998,-0.361,,,0.0
0-10-101-110,0.0,,0.0,,-1.9,,,,0.0
-1000100-10,,-0.362621696,1.340707010955393,5.873109878111893,,0.4261964288000001,2.088414327973471,,1.550886683928282
-110010-1-10,,,0.0,-1.0379401227875125,,-1.9,,,-1.6
11-100-1-101,,,,0.0,6.277632,,,0.0,
0-1-11-10001,0.0,,,,,0.0,-1.9,-1.9,
00110-1-11-1,2.9889332309872194,0.0,,,0.0,,,,
-11110-1-11-1,,,,,8.002593284602588,,,,
01-100-1000,-2.1888,,,-1.872564,-1.8451280000000003,,0.0,-0.361,0.0836798
01-110-10-10,0.0,,,,0.4693,,0.0,,0.0
-11-111-10-10,,,,,,,-1.9,,3.930723895502438
0000-1010-1,2.990493942998815,-0.47414988799999996,-1.1732795904,-3.004128,,-2.0297344,,-0.21934821253119974,
0100-1-110-1,0.849408,,-1.9,-1.9,,,,-1.9,
0-10-1110-10,0.9335671859200001,,-0.361,,,,0.0,,0.0
0-11-1110-1-1,-1.9,,,,,,3.12,,
010-100-110,4.336,,-3.42,,0.5920400000000001,0.0,,,0.0
-101-100000,,-0.8259679999999999,,,0.0,0.0,0.0740772,0.0,-1.2896985010176
-1-11-100001,,,,,0.0,3.42,0.0,0.0,
11-100-1-110,,,,-1.9,0.0,,,,7.009632000000001
0010000-1-1,-1.6,-1.8888,,-1.6,-1.881,-0.591008,0.5089758736679963,,
0010-110-1-1,-1.9,-1.9,,-1.9,,,-1.8888,,
101-1-10-101,,0.0,,,,1.9,,0.0,
01-100000-1,-0.982794,,,-0.361,0.0,-0.139054312,0.0,0.52314112,
01-1001-10-1,0.0,,,0.0,0.6497999999999999,,,0.0,
-11-1011-10-1,,,,1.9,,,,5.3088,
100001-1-10,,0.0,0.361,0.0,2.0605184000000003,,,,0.0
1000-11-1-11,,1.9,4.336,0.0,,,,,
0000-101-10,-0.5748757686853632,-0.1949880563199999,-0.35739,-1.7226097983999995,,-1.6327680000000002,,,-0.6497999999999999
-1000-101-11,,1.612978816,-0.361,-3.42,,-1.9,,,
00-1011-100,-0.361,-2.13173312,,-0.3103294624,,,,0.5569600000000001,-1.9
